Webe,Blacks
Weegie,Norwegians
Weegie,Scottish
Wegro,Whites
Wej,Jews
Welfare Monkey,Blacks
Welfare Mother,Blacks
Welsher,Welsh
Wet Dog,Whites
Wetback,Mexicans
WetBlack,Mixed Races
Wetvac,Mexicans
Wexican,Mixed Races
Whack,Whites
Whacky Iraqi,Iraqis
Whale Turd,Blacks
Wheat Thin,Whites
Whipping Post,Blacks
Whiskey Tango,Whites
White Chocolate,Whites
White Devil,Whites
White Eye,Whites
White Nigger,Irish
White Out,Whites
White Wall,Blacks
White-wash,Mixed Races
Whitebread,Whites
Whiteflagger,French
Whitetrash,Whites
Whitey,Whites
Whopper,Italians
Whose My Daddy?,Blacks
Wic,Whites
Widescreen,Asians
Wigger,Whites
Wiggerette,Whites
Wiggie/Wigg,Non-Whites
Wigglet,Whites
Wikki Wikki,Blacks
Windchimes,Blacks
Windian,Whites
Windmill Winder,Dutch
Wink,Whites
Winkle,Whites
Winky,Asians
Wog,Asians
Wog,Greeks
Wog,Indians
Wog,Blacks
Woggle,Asians
Won Ton,Whites
Won Ton Parmesan,Mixed Races
Wonder Bread,Whites
Wonder Bread Wop,Italians
Wood,Whites
Woodies,Dutch
Wookie,Blacks
Wool Head,Blacks
Woolie Jumpers,New Zealanders
Woolyback,Welsh
WOP,Italians
WOPaho,Native Americans
Wopalock,Mixed Races
Wopski,Mixed Races
Wound,Whites
WT,Whites
WTT,Whites
Xarnego,Spanish
Yahoodi,Jews
Yak,Bosnians
Yakoo,Whites
Yaku,Whites
Yam,Blacks
Yam,Amish
Yan Kwi Ze/Yang Gui Zi,Whites
Yang Guizi,Whites
Yangmo,Asians
Yank,Americans
Yankee,Americans
Yankee Doodle,Americans
Yanni,Greeks
Yao,Asians
Yape,Mixed Races
Yard Ape,Blacks
Yazzie,Native Americans
YBM,Blacks
Yeehaw,Whites
Yellow,Asians
Yellow Cab,Japanese
Yellow Devil,Asians
Yellow Monkey,Asians
Yelvis,Asians
Yen,Blacks
Yenta,Jews
Yerd,Spanish
Yeti,Nepalese
Yick,Jewish/Hispanic
Yid,Jews
Yid/Yid-Lid,Jews
Yiddiot,Jews
Yigger,Asians
Yitze,Jews
Yo Boy/Girl,Whites
Yo Yo,Blacks
Yobo,Koreans
Yogurt,Whites
Yoko,Japanese
Yolk,Asians
Yom,Blacks
Yom,Jews
Yombo,Blacks
Yont'an Saram,Blacks
You People,Blacks
Youn,Vietnamese
YT,Whites
Yugo,Yugoslavs
Yukes,Yugoslavs
Yup-Boon-Jie,Japanese
Yuppie,Whites
Yurug,Turks
Zambo,Mixed Races
Ze Goggles,Blacks
Zeb,Arabs
Zebra,Mixed Races
Zeeb,Whites
Zerote Pisado,Salvadoreans
Zhid,Jews
Zhidan,Jews
Zigaboo,Blacks
Zionist,Jews
Zip,Italians
Zip,Asians
Zip Coon,Blacks
Zipperhead,Asians
Zog,Jews
Zoo Ape,Blacks
Zoot,Blacks
Zorba,Greeks
Zulu,Blacks
Olauge,Turks
Clouf-Booter,French
Squint Nigger,"Asians,"
Autobahn,German
Jingley,Iraqis
Jell-O Eater,Mormons
Albino Peltonen,Finnish
Willy B.,Blacks
TNB,Blacks
Weeaboo,Whites
свиња,Macedonians
